Year,Geographical Location,Income decile,Income,Income range
1999,Prairie provinces,Total deciles,72900,194400
1999,Prairie provinces,Lowest decile,9500,NA
1999,Prairie provinces,Second decile,21400,NA
1999,Prairie provinces,Third decile,30600,NA
1999,Prairie provinces,Fourth decile,41300,NA
1999,Prairie provinces,Fifth decile,52700,NA
1999,Prairie provinces,Sixth decile,66000,NA
1999,Prairie provinces,Seventh decile,80400,NA
1999,Prairie provinces,Eighth decile,98500,NA
1999,Prairie provinces,Ninth decile,124500,NA
1999,Prairie provinces,Highest decile,203900,NA
1999,Manitoba,Total deciles,66800,166200
1999,Manitoba,Lowest decile,10700,NA
1999,Manitoba,Second decile,20600,NA
1999,Manitoba,Third decile,28500,NA
1999,Manitoba,Fourth decile,38700,NA
1999,Manitoba,Fifth decile,49500,NA
1999,Manitoba,Sixth decile,61800,NA
1999,Manitoba,Seventh decile,75200,NA
1999,Manitoba,Eighth decile,91100,NA
1999,Manitoba,Ninth decile,114400,NA
1999,Manitoba,Highest decile,176900,NA
1999,Saskatchewan,Total deciles,64600,164500
1999,Saskatchewan,Lowest decile,8500,NA
1999,Saskatchewan,Second decile,19900,NA
1999,Saskatchewan,Third decile,28200,NA
1999,Saskatchewan,Fourth decile,37800,NA
1999,Saskatchewan,Fifth decile,47600,NA
1999,Saskatchewan,Sixth decile,58200,NA
1999,Saskatchewan,Seventh decile,71800,NA
1999,Saskatchewan,Eighth decile,88800,NA
1999,Saskatchewan,Ninth decile,111900,NA
1999,Saskatchewan,Highest decile,173000,NA
1999,Alberta,Total deciles,78000,212600
1999,Alberta,Lowest decile,9400,NA
1999,Alberta,Second decile,22300,NA
1999,Alberta,Third decile,32600,NA
1999,Alberta,Fourth decile,43700,NA
1999,Alberta,Fifth decile,56300,NA
1999,Alberta,Sixth decile,70700,NA
1999,Alberta,Seventh decile,85400,NA
1999,Alberta,Eighth decile,104800,NA
1999,Alberta,Ninth decile,132500,NA
1999,Alberta,Highest decile,222000,NA
1999,British Columbia,Total deciles,71900,197700
1999,British Columbia,Lowest decile,7800,NA
1999,British Columbia,Second decile,19000,NA
1999,British Columbia,Third decile,27900,NA
1999,British Columbia,Fourth decile,39100,NA
1999,British Columbia,Fifth decile,50800,NA
1999,British Columbia,Sixth decile,64100,NA
1999,British Columbia,Seventh decile,80000,NA
1999,British Columbia,Eighth decile,98600,NA
1999,British Columbia,Ninth decile,126100,NA
1999,British Columbia,Highest decile,205500,NA
2000,Canada,Total deciles,77500,224300
2000,Canada,Lowest decile,10000,NA
2000,Canada,Second decile,21500,NA
2000,Canada,Third decile,31700,NA
2000,Canada,Fourth decile,42100,NA
2000,Canada,Fifth decile,53600,NA
2000,Canada,Sixth decile,67100,NA
2000,Canada,Seventh decile,82800,NA
2000,Canada,Eighth decile,102200,NA
2000,Canada,Ninth decile,129700,NA
2000,Canada,Highest decile,234300,NA
2000,Atlantic provinces,Total deciles,64300,169000
2000,Atlantic provinces,Lowest decile,10300,NA
2000,Atlantic provinces,Second decile,19700,NA
2000,Atlantic provinces,Third decile,27500,NA
2000,Atlantic provinces,Fourth decile,36100,NA
2000,Atlantic provinces,Fifth decile,45600,NA
2000,Atlantic provinces,Sixth decile,56800,NA
2000,Atlantic provinces,Seventh decile,69900,NA
2000,Atlantic provinces,Eighth decile,86900,NA
2000,Atlantic provinces,Ninth decile,110900,NA
2000,Atlantic provinces,Highest decile,179300,NA
2000,Newfoundland and Labrador,Total deciles,62700,164700
2000,Newfoundland and Labrador,Lowest decile,10800,NA
2000,Newfoundland and Labrador,Second decile,19300,NA
2000,Newfoundland and Labrador,Third decile,26900,NA
2000,Newfoundland and Labrador,Fourth decile,34200,NA
2000,Newfoundland and Labrador,Fifth decile,43900,NA
2000,Newfoundland and Labrador,Sixth decile,53700,NA
2000,Newfoundland and Labrador,Seventh decile,66900,NA
2000,Newfoundland and Labrador,Eighth decile,86600,NA
2000,Newfoundland and Labrador,Ninth decile,109000,NA
2000,Newfoundland and Labrador,Highest decile,175500,NA
2000,Prince Edward Island,Total deciles,62500,166900
2000,Prince Edward Island,Lowest decile,11000,NA
2000,Prince Edward Island,Second decile,20500,NA
2000,Prince Edward Island,Third decile,28900,NA
2000,Prince Edward Island,Fourth decile,35900,NA
2000,Prince Edward Island,Fifth decile,43700,NA
2000,Prince Edward Island,Sixth decile,55100,NA
2000,Prince Edward Island,Seventh decile,67100,NA
2000,Prince Edward Island,Eighth decile,80400,NA
2000,Prince Edward Island,Ninth decile,104800,NA
2000,Prince Edward Island,Highest decile,177900,NA
2000,Nova Scotia,Total deciles,65100,170800
2000,Nova Scotia,Lowest decile,10200,NA
2000,Nova Scotia,Second decile,19500,NA
2000,Nova Scotia,Third decile,27200,NA
2000,Nova Scotia,Fourth decile,36300,NA
2000,Nova Scotia,Fifth decile,45700,NA
2000,Nova Scotia,Sixth decile,58000,NA
2000,Nova Scotia,Seventh decile,71500,NA
2000,Nova Scotia,Eighth decile,88200,NA
2000,Nova Scotia,Ninth decile,113500,NA
2000,Nova Scotia,Highest decile,181000,NA
2000,New Brunswick,Total deciles,64600,169500
2000,New Brunswick,Lowest decile,10000,NA
2000,New Brunswick,Second decile,20000,NA
2000,New Brunswick,Third decile,28100,NA
2000,New Brunswick,Fourth decile,37100,NA
2000,New Brunswick,Fifth decile,47000,NA
2000,New Brunswick,Sixth decile,57900,NA
2000,New Brunswick,Seventh decile,70400,NA
2000,New Brunswick,Eighth decile,86400,NA
2000,New Brunswick,Ninth decile,110000,NA
2000,New Brunswick,Highest decile,179500,NA
2000,Quebec,Total deciles,68000,189200
2000,Quebec,Lowest decile,9700,NA
2000,Quebec,Second decile,19300,NA
2000,Quebec,Third decile,28100,NA
2000,Quebec,Fourth decile,37900,NA
2000,Quebec,Fifth decile,47300,NA
2000,Quebec,Sixth decile,59100,NA
2000,Quebec,Seventh decile,73400,NA
2000,Quebec,Eighth decile,90100,NA
2000,Quebec,Ninth decile,115600,NA
2000,Quebec,Highest decile,198900,NA
2000,Ontario,Total deciles,89600,270700
2000,Ontario,Lowest decile,11200,NA
2000,Ontario,Second decile,24700,NA
2000,Ontario,Third decile,36900,NA
2000,Ontario,Fourth decile,48600,NA
2000,Ontario,Fifth decile,61800,NA
2000,Ontario,Sixth decile,77000,NA
2000,Ontario,Seventh decile,94700,NA
2000,Ontario,Eighth decile,114800,NA
2000,Ontario,Ninth decile,144100,NA
2000,Ontario,Highest decile,281900,NA
2000,Prairie provinces,Total deciles,75300,207700
2000,Prairie provinces,Lowest decile,9700,NA
2000,Prairie provinces,Second decile,21900,NA
2000,Prairie provinces,Third decile,31700,NA
2000,Prairie provinces,Fourth decile,41900,NA
2000,Prairie provinces,Fifth decile,53900,NA
2000,Prairie provinces,Sixth decile,67300,NA
2000,Prairie provinces,Seventh decile,82200,NA
2000,Prairie provinces,Eighth decile,100000,NA
2000,Prairie provinces,Ninth decile,126600,NA
2000,Prairie provinces,Highest decile,217400,NA
2000,Manitoba,Total deciles,68100,174700
2000,Manitoba,Lowest decile,11000,NA
2000,Manitoba,Second decile,21200,NA
2000,Manitoba,Third decile,29000,NA
2000,Manitoba,Fourth decile,38500,NA
2000,Manitoba,Fifth decile,49300,NA
2000,Manitoba,Sixth decile,61500,NA
2000,Manitoba,Seventh decile,75400,NA
2000,Manitoba,Eighth decile,92800,NA
2000,Manitoba,Ninth decile,116900,NA
2000,Manitoba,Highest decile,185700,NA
2000,Saskatchewan,Total deciles,65100,170700
2000,Saskatchewan,Lowest decile,8300,NA
2000,Saskatchewan,Second decile,19400,NA
2000,Saskatchewan,Third decile,28200,NA
2000,Saskatchewan,Fourth decile,37700,NA
2000,Saskatchewan,Fifth decile,47200,NA
2000,Saskatchewan,Sixth decile,58100,NA
2000,Saskatchewan,Seventh decile,72700,NA
2000,Saskatchewan,Eighth decile,89300,NA
2000,Saskatchewan,Ninth decile,111500,NA
2000,Saskatchewan,Highest decile,179000,NA
2000,Alberta,Total deciles,81200,228900
2000,Alberta,Lowest decile,9700,NA
2000,Alberta,Second decile,23300,NA
2000,Alberta,Third decile,34300,NA
2000,Alberta,Fourth decile,45100,NA
2000,Alberta,Fifth decile,58800,NA
2000,Alberta,Sixth decile,72600,NA
2000,Alberta,Seventh decile,87700,NA
2000,Alberta,Eighth decile,106400,NA
2000,Alberta,Ninth decile,135500,NA
2000,Alberta,Highest decile,238600,NA
2000,British Columbia,Total deciles,72500,198900
2000,British Columbia,Lowest decile,8200,NA
2000,British Columbia,Second decile,20000,NA
2000,British Columbia,Third decile,29200,NA
2000,British Columbia,Fourth decile,39100,NA
2000,British Columbia,Fifth decile,50700,NA
2000,British Columbia,Sixth decile,63700,NA
2000,British Columbia,Seventh decile,79500,NA
2000,British Columbia,Eighth decile,100100,NA
2000,British Columbia,Ninth decile,127300,NA
2000,British Columbia,Highest decile,207100,NA
2001,Canada,Total deciles,78700,228300
2001,Canada,Lowest decile,10000,NA
2001,Canada,Second decile,22200,NA
2001,Canada,Third decile,32700,NA
2001,Canada,Fourth decile,43300,NA
2001,Canada,Fifth decile,54800,NA
2001,Canada,Sixth decile,68100,NA
2001,Canada,Seventh decile,83900,NA
2001,Canada,Eighth decile,103000,NA
2001,Canada,Ninth decile,130800,NA
2001,Canada,Highest decile,238300,NA
2001,Atlantic provinces,Total deciles,65400,173300
2001,Atlantic provinces,Lowest decile,10400,NA
2001,Atlantic provinces,Second decile,19900,NA
2001,Atlantic provinces,Third decile,28300,NA
2001,Atlantic provinces,Fourth decile,37000,NA
2001,Atlantic provinces,Fifth decile,46200,NA
2001,Atlantic provinces,Sixth decile,57800,NA
2001,Atlantic provinces,Seventh decile,71100,NA
2001,Atlantic provinces,Eighth decile,87400,NA
2001,Atlantic provinces,Ninth decile,111900,NA
2001,Atlantic provinces,Highest decile,183700,NA
2001,Newfoundland and Labrador,Total deciles,62300,159800
2001,Newfoundland and Labrador,Lowest decile,11200,NA
2001,Newfoundland and Labrador,Second decile,19500,NA
2001,Newfoundland and Labrador,Third decile,28200,NA
2001,Newfoundland and Labrador,Fourth decile,36200,NA
2001,Newfoundland and Labrador,Fifth decile,44600,NA
2001,Newfoundland and Labrador,Sixth decile,53600,NA
2001,Newfoundland and Labrador,Seventh decile,66000,NA
2001,Newfoundland and Labrador,Eighth decile,84700,NA
2001,Newfoundland and Labrador,Ninth decile,107800,NA
2001,Newfoundland and Labrador,Highest decile,171000,NA
2001,Prince Edward Island,Total deciles,62700,160400
2001,Prince Edward Island,Lowest decile,12700,NA
2001,Prince Edward Island,Second decile,21400,NA
2001,Prince Edward Island,Third decile,29100,NA
2001,Prince Edward Island,Fourth decile,35700,NA
2001,Prince Edward Island,Fifth decile,44100,NA
2001,Prince Edward Island,Sixth decile,54300,NA
2001,Prince Edward Island,Seventh decile,68200,NA
2001,Prince Edward Island,Eighth decile,82100,NA
2001,Prince Edward Island,Ninth decile,106700,NA
2001,Prince Edward Island,Highest decile,173100,NA
2001,Nova Scotia,Total deciles,66800,180100
2001,Nova Scotia,Lowest decile,9500,NA
2001,Nova Scotia,Second decile,20000,NA
2001,Nova Scotia,Third decile,28200,NA
2001,Nova Scotia,Fourth decile,37100,NA
2001,Nova Scotia,Fifth decile,46900,NA
2001,Nova Scotia,Sixth decile,59400,NA
2001,Nova Scotia,Seventh decile,73200,NA
2001,Nova Scotia,Eighth decile,89400,NA
2001,Nova Scotia,Ninth decile,115100,NA
2001,Nova Scotia,Highest decile,189600,NA
2001,New Brunswick,Total deciles,66100,175600
2001,New Brunswick,Lowest decile,10600,NA
2001,New Brunswick,Second decile,19900,NA
2001,New Brunswick,Third decile,28300,NA
2001,New Brunswick,Fourth decile,37800,NA
2001,New Brunswick,Fifth decile,47500,NA
2001,New Brunswick,Sixth decile,59500,NA
2001,New Brunswick,Seventh decile,72200,NA
2001,New Brunswick,Eighth decile,87300,NA
2001,New Brunswick,Ninth decile,111500,NA
2001,New Brunswick,Highest decile,186200,NA
2001,Quebec,Total deciles,69200,194800
2001,Quebec,Lowest decile,10700,NA
2001,Quebec,Second decile,20300,NA
2001,Quebec,Third decile,29100,NA
2001,Quebec,Fourth decile,38600,NA
2001,Quebec,Fifth decile,48400,NA
2001,Quebec,Sixth decile,59600,NA
2001,Quebec,Seventh decile,73000,NA
2001,Quebec,Eighth decile,90700,NA
2001,Quebec,Ninth decile,116200,NA
2001,Quebec,Highest decile,205500,NA
2001,Ontario,Total deciles,89900,268800
2001,Ontario,Lowest decile,11300,NA
2001,Ontario,Second decile,25600,NA
2001,Ontario,Third decile,38100,NA
2001,Ontario,Fourth decile,49900,NA
2001,Ontario,Fifth decile,62700,NA
2001,Ontario,Sixth decile,77300,NA
2001,Ontario,Seventh decile,94300,NA
2001,Ontario,Eighth decile,114600,NA
2001,Ontario,Ninth decile,145300,NA
2001,Ontario,Highest decile,280100,NA
2001,Prairie provinces,Total deciles,78400,214500
2001,Prairie provinces,Lowest decile,10200,NA
2001,Prairie provinces,Second decile,23400,NA
2001,Prairie provinces,Third decile,33300,NA
2001,Prairie provinces,Fourth decile,44100,NA
2001,Prairie provinces,Fifth decile,56700,NA
2001,Prairie provinces,Sixth decile,70400,NA
2001,Prairie provinces,Seventh decile,86100,NA
2001,Prairie provinces,Eighth decile,104300,NA
2001,Prairie provinces,Ninth decile,130600,NA
2001,Prairie provinces,Highest decile,224700,NA
2001,Manitoba,Total deciles,69400,175400
2001,Manitoba,Lowest decile,11900,NA
2001,Manitoba,Second decile,22400,NA
2001,Manitoba,Third decile,30900,NA
2001,Manitoba,Fourth decile,40000,NA
2001,Manitoba,Fifth decile,50900,NA
2001,Manitoba,Sixth decile,62800,NA
2001,Manitoba,Seventh decile,76500,NA
2001,Manitoba,Eighth decile,93500,NA
2001,Manitoba,Ninth decile,117900,NA
2001,Manitoba,Highest decile,187300,NA
2001,Saskatchewan,Total deciles,68200,178900
2001,Saskatchewan,Lowest decile,8800,NA
2001,Saskatchewan,Second decile,21000,NA
2001,Saskatchewan,Third decile,30500,NA
2001,Saskatchewan,Fourth decile,39500,NA
2001,Saskatchewan,Fifth decile,49600,NA
2001,Saskatchewan,Sixth decile,61400,NA
2001,Saskatchewan,Seventh decile,76000,NA
2001,Saskatchewan,Eighth decile,92800,NA
2001,Saskatchewan,Ninth decile,114900,NA
2001,Saskatchewan,Highest decile,187700,NA
2001,Alberta,Total deciles,84800,236100
2001,Alberta,Lowest decile,10100,NA
2001,Alberta,Second decile,24700,NA
2001,Alberta,Third decile,35800,NA
2001,Alberta,Fourth decile,47800,NA
2001,Alberta,Fifth decile,62100,NA
2001,Alberta,Sixth decile,76600,NA
2001,Alberta,Seventh decile,92900,NA
2001,Alberta,Eighth decile,111700,NA
2001,Alberta,Ninth decile,140600,NA
2001,Alberta,Highest decile,246200,NA
2001,British Columbia,Total deciles,73500,210900
2001,British Columbia,Lowest decile,5600,NA
2001,British Columbia,Second decile,19500,NA
2001,British Columbia,Third decile,29400,NA
2001,British Columbia,Fourth decile,40000,NA
2001,British Columbia,Fifth decile,51000,NA
2001,British Columbia,Sixth decile,64600,NA
2001,British Columbia,Seventh decile,80700,NA
2001,British Columbia,Eighth decile,99600,NA
2001,British Columbia,Ninth decile,127900,NA
2001,British Columbia,Highest decile,216500,NA
2002,Canada,Total deciles,78700,227400
2002,Canada,Lowest decile,10700,NA
2002,Canada,Second decile,22400,NA
2002,Canada,Third decile,32800,NA
2002,Canada,Fourth decile,43300,NA
2002,Canada,Fifth decile,54600,NA
2002,Canada,Sixth decile,67800,NA
2002,Canada,Seventh decile,83300,NA
2002,Canada,Eighth decile,102800,NA
2002,Canada,Ninth decile,131000,NA
2002,Canada,Highest decile,238100,NA
2002,Atlantic provinces,Total deciles,65500,174600
2002,Atlantic provinces,Lowest decile,10500,NA
2002,Atlantic provinces,Second decile,20200,NA
2002,Atlantic provinces,Third decile,28300,NA
2002,Atlantic provinces,Fourth decile,37100,NA
2002,Atlantic provinces,Fifth decile,46300,NA
2002,Atlantic provinces,Sixth decile,57600,NA
2002,Atlantic provinces,Seventh decile,71200,NA
2002,Atlantic provinces,Eighth decile,87600,NA
2002,Atlantic provinces,Ninth decile,111400,NA
2002,Atlantic provinces,Highest decile,185100,NA
2002,Newfoundland and Labrador,Total deciles,63000,161800
2002,Newfoundland and Labrador,Lowest decile,9600,NA
2002,Newfoundland and Labrador,Second decile,19700,NA
2002,Newfoundland and Labrador,Third decile,28100,NA
2002,Newfoundland and Labrador,Fourth decile,36500,NA
2002,Newfoundland and Labrador,Fifth decile,45300,NA
2002,Newfoundland and Labrador,Sixth decile,54900,NA
2002,Newfoundland and Labrador,Seventh decile,67100,NA
2002,Newfoundland and Labrador,Eighth decile,85100,NA
2002,Newfoundland and Labrador,Ninth decile,112100,NA
2002,Newfoundland and Labrador,Highest decile,171400,NA
2002,Prince Edward Island,Total deciles,63600,164500
2002,Prince Edward Island,Lowest decile,13100,NA
2002,Prince Edward Island,Second decile,21400,NA
2002,Prince Edward Island,Third decile,29400,NA
2002,Prince Edward Island,Fourth decile,36400,NA
2002,Prince Edward Island,Fifth decile,45500,NA
2002,Prince Edward Island,Sixth decile,56100,NA
2002,Prince Edward Island,Seventh decile,68500,NA
2002,Prince Edward Island,Eighth decile,83100,NA
2002,Prince Edward Island,Ninth decile,104900,NA
2002,Prince Edward Island,Highest decile,177600,NA
2002,Nova Scotia,Total deciles,67800,186800
2002,Nova Scotia,Lowest decile,10700,NA
2002,Nova Scotia,Second decile,20700,NA
2002,Nova Scotia,Third decile,29100,NA
2002,Nova Scotia,Fourth decile,38300,NA
2002,Nova Scotia,Fifth decile,46900,NA
2002,Nova Scotia,Sixth decile,59200,NA
2002,Nova Scotia,Seventh decile,73400,NA
2002,Nova Scotia,Eighth decile,89300,NA
2002,Nova Scotia,Ninth decile,113000,NA
2002,Nova Scotia,Highest decile,197500,NA
2002,New Brunswick,Total deciles,64700,168900
2002,New Brunswick,Lowest decile,10500,NA
2002,New Brunswick,Second decile,19700,NA
2002,New Brunswick,Third decile,27200,NA
2002,New Brunswick,Fourth decile,36200,NA
2002,New Brunswick,Fifth decile,46300,NA
2002,New Brunswick,Sixth decile,58100,NA
2002,New Brunswick,Seventh decile,71400,NA
2002,New Brunswick,Eighth decile,87700,NA
2002,New Brunswick,Ninth decile,110200,NA
2002,New Brunswick,Highest decile,179400,NA
2002,Quebec,Total deciles,69800,196300
2002,Quebec,Lowest decile,11300,NA
2002,Quebec,Second decile,21000,NA
2002,Quebec,Third decile,30200,NA
2002,Quebec,Fourth decile,39300,NA
2002,Quebec,Fifth decile,48900,NA
2002,Quebec,Sixth decile,60100,NA
2002,Quebec,Seventh decile,73300,NA
2002,Quebec,Eighth decile,89700,NA
2002,Quebec,Ninth decile,116300,NA
2002,Quebec,Highest decile,207600,NA
2002,Ontario,Total deciles,89500,263500
2002,Ontario,Lowest decile,11400,NA
2002,Ontario,Second decile,25300,NA
2002,Ontario,Third decile,37400,NA
2002,Ontario,Fourth decile,49300,NA
2002,Ontario,Fifth decile,62400,NA
2002,Ontario,Sixth decile,77200,NA
2002,Ontario,Seventh decile,95200,NA
2002,Ontario,Eighth decile,115500,NA
2002,Ontario,Ninth decile,146500,NA
2002,Ontario,Highest decile,274900,NA
2002,Prairie provinces,Total deciles,77400,207400
2002,Prairie provinces,Lowest decile,10300,NA
2002,Prairie provinces,Second decile,23200,NA
2002,Prairie provinces,Third decile,33600,NA
2002,Prairie provinces,Fourth decile,44100,NA
2002,Prairie provinces,Fifth decile,55500,NA
2002,Prairie provinces,Sixth decile,69800,NA
2002,Prairie provinces,Seventh decile,85400,NA
2002,Prairie provinces,Eighth decile,104100,NA
2002,Prairie provinces,Ninth decile,130100,NA
2002,Prairie provinces,Highest decile,217700,NA
2002,Manitoba,Total deciles,69600,183400
2002,Manitoba,Lowest decile,10700,NA
2002,Manitoba,Second decile,22800,NA
2002,Manitoba,Third decile,32300,NA
2002,Manitoba,Fourth decile,40600,NA
2002,Manitoba,Fifth decile,50100,NA
2002,Manitoba,Sixth decile,61200,NA
2002,Manitoba,Seventh decile,75600,NA
2002,Manitoba,Eighth decile,92500,NA
2002,Manitoba,Ninth decile,115900,NA
2002,Manitoba,Highest decile,194100,NA
2002,Saskatchewan,Total deciles,67900,173700
2002,Saskatchewan,Lowest decile,10700,NA
2002,Saskatchewan,Second decile,21100,NA
2002,Saskatchewan,Third decile,29700,NA
2002,Saskatchewan,Fourth decile,38900,NA
2002,Saskatchewan,Fifth decile,48800,NA
2002,Saskatchewan,Sixth decile,60600,NA
2002,Saskatchewan,Seventh decile,75400,NA
2002,Saskatchewan,Eighth decile,91800,NA
2002,Saskatchewan,Ninth decile,117300,NA
2002,Saskatchewan,Highest decile,184400,NA
2002,Alberta,Total deciles,83100,223000
2002,Alberta,Lowest decile,10000,NA
2002,Alberta,Second decile,24300,NA
2002,Alberta,Third decile,36000,NA
2002,Alberta,Fourth decile,47600,NA
2002,Alberta,Fifth decile,60800,NA
2002,Alberta,Sixth decile,76200,NA
2002,Alberta,Seventh decile,92200,NA
2002,Alberta,Eighth decile,112100,NA
2002,Alberta,Ninth decile,139000,NA
2002,Alberta,Highest decile,233000,NA
2002,British Columbia,Total deciles,74500,224100
2002,British Columbia,Lowest decile,8600,NA
2002,British Columbia,Second decile,20200,NA
2002,British Columbia,Third decile,29200,NA
2002,British Columbia,Fourth decile,40100,NA
2002,British Columbia,Fifth decile,51600,NA
2002,British Columbia,Sixth decile,63900,NA
2002,British Columbia,Seventh decile,78700,NA
2002,British Columbia,Eighth decile,97000,NA
2002,British Columbia,Ninth decile,123200,NA
2002,British Columbia,Highest decile,232700,NA
2003,Canada,Total deciles,78300,223700
2003,Canada,Lowest decile,10500,NA
2003,Canada,Second decile,22400,NA
2003,Canada,Third decile,32600,NA
2003,Canada,Fourth decile,43200,NA
2003,Canada,Fifth decile,54600,NA
2003,Canada,Sixth decile,68000,NA
2003,Canada,Seventh decile,83700,NA
2003,Canada,Eighth decile,102700,NA
2003,Canada,Ninth decile,131200,NA
2003,Canada,Highest decile,234200,NA
2003,Atlantic provinces,Total deciles,65000,169800
2003,Atlantic provinces,Lowest decile,10000,NA
2003,Atlantic provinces,Second decile,20100,NA
2003,Atlantic provinces,Third decile,28400,NA
2003,Atlantic provinces,Fourth decile,37500,NA
2003,Atlantic provinces,Fifth decile,46700,NA
2003,Atlantic provinces,Sixth decile,57400,NA
2003,Atlantic provinces,Seventh decile,70700,NA
2003,Atlantic provinces,Eighth decile,87500,NA
2003,Atlantic provinces,Ninth decile,111400,NA
2003,Atlantic provinces,Highest decile,179800,NA
2003,Newfoundland and Labrador,Total deciles,62600,159700
2003,Newfoundland and Labrador,Lowest decile,9200,NA
2003,Newfoundland and Labrador,Second decile,19000,NA
2003,Newfoundland and Labrador,Third decile,27400,NA
2003,Newfoundland and Labrador,Fourth decile,36300,NA
2003,Newfoundland and Labrador,Fifth decile,45400,NA
2003,Newfoundland and Labrador,Sixth decile,55400,NA
2003,Newfoundland and Labrador,Seventh decile,67400,NA
2003,Newfoundland and Labrador,Eighth decile,84800,NA
2003,Newfoundland and Labrador,Ninth decile,112400,NA
2003,Newfoundland and Labrador,Highest decile,168900,NA
2003,Prince Edward Island,Total deciles,64400,158700
2003,Prince Edward Island,Lowest decile,12000,NA
2003,Prince Edward Island,Second decile,21700,NA
2003,Prince Edward Island,Third decile,30600,NA
2003,Prince Edward Island,Fourth decile,38900,NA
2003,Prince Edward Island,Fifth decile,49000,NA
2003,Prince Edward Island,Sixth decile,58200,NA
2003,Prince Edward Island,Seventh decile,71200,NA
2003,Prince Edward Island,Eighth decile,85000,NA
2003,Prince Edward Island,Ninth decile,106500,NA
2003,Prince Edward Island,Highest decile,170700,NA
2003,Nova Scotia,Total deciles,66200,173300
2003,Nova Scotia,Lowest decile,10300,NA
2003,Nova Scotia,Second decile,20300,NA
2003,Nova Scotia,Third decile,28800,NA
2003,Nova Scotia,Fourth decile,38300,NA
2003,Nova Scotia,Fifth decile,46900,NA
2003,Nova Scotia,Sixth decile,58000,NA
2003,Nova Scotia,Seventh decile,72500,NA
2003,Nova Scotia,Eighth decile,90400,NA
2003,Nova Scotia,Ninth decile,113300,NA
2003,Nova Scotia,Highest decile,183600,NA
2003,New Brunswick,Total deciles,65000,173900
2003,New Brunswick,Lowest decile,9800,NA
2003,New Brunswick,Second decile,20200,NA
2003,New Brunswick,Third decile,28100,NA
2003,New Brunswick,Fourth decile,36800,NA
2003,New Brunswick,Fifth decile,47000,NA
2003,New Brunswick,Sixth decile,58000,NA
2003,New Brunswick,Seventh decile,70700,NA
2003,New Brunswick,Eighth decile,86200,NA
2003,New Brunswick,Ninth decile,109100,NA
2003,New Brunswick,Highest decile,183700,NA
2003,Quebec,Total deciles,69200,190600
2003,Quebec,Lowest decile,10800,NA
2003,Quebec,Second decile,21000,NA
2003,Quebec,Third decile,30400,NA
2003,Quebec,Fourth decile,39200,NA
2003,Quebec,Fifth decile,49000,NA
2003,Quebec,Sixth decile,60300,NA
2003,Quebec,Seventh decile,74000,NA
2003,Quebec,Eighth decile,90000,NA
2003,Quebec,Ninth decile,116200,NA
2003,Quebec,Highest decile,201400,NA
2003,Ontario,Total deciles,89200,260100
2003,Ontario,Lowest decile,12200,NA
2003,Ontario,Second decile,24900,NA
2003,Ontario,Third decile,36900,NA
2003,Ontario,Fourth decile,49400,NA
2003,Ontario,Fifth decile,62400,NA
2003,Ontario,Sixth decile,77600,NA
2003,Ontario,Seventh decile,94600,NA
2003,Ontario,Eighth decile,114900,NA
2003,Ontario,Ninth decile,146300,NA
2003,Ontario,Highest decile,272300,NA
2003,Prairie provinces,Total deciles,78200,217600
2003,Prairie provinces,Lowest decile,9400,NA
2003,Prairie provinces,Second decile,22700,NA
2003,Prairie provinces,Third decile,32800,NA
2003,Prairie provinces,Fourth decile,43700,NA
2003,Prairie provinces,Fifth decile,55200,NA
2003,Prairie provinces,Sixth decile,69500,NA
2003,Prairie provinces,Seventh decile,85200,NA
2003,Prairie provinces,Eighth decile,104300,NA
2003,Prairie provinces,Ninth decile,132200,NA
2003,Prairie provinces,Highest decile,227000,NA
2003,Manitoba,Total deciles,70000,180900
2003,Manitoba,Lowest decile,11500,NA
2003,Manitoba,Second decile,22800,NA
2003,Manitoba,Third decile,32100,NA
2003,Manitoba,Fourth decile,41500,NA
2003,Manitoba,Fifth decile,51400,NA
2003,Manitoba,Sixth decile,63400,NA
2003,Manitoba,Seventh decile,77200,NA
2003,Manitoba,Eighth decile,92800,NA
2003,Manitoba,Ninth decile,115400,NA
2003,Manitoba,Highest decile,192400,NA
2003,Saskatchewan,Total deciles,68700,182300
2003,Saskatchewan,Lowest decile,10000,NA
2003,Saskatchewan,Second decile,21000,NA
2003,Saskatchewan,Third decile,29600,NA
2003,Saskatchewan,Fourth decile,38500,NA
2003,Saskatchewan,Fifth decile,49100,NA
2003,Saskatchewan,Sixth decile,61300,NA
2003,Saskatchewan,Seventh decile,75600,NA
2003,Saskatchewan,Eighth decile,93500,NA
2003,Saskatchewan,Ninth decile,116500,NA
2003,Saskatchewan,Highest decile,192300,NA
2003,Alberta,Total deciles,84000,238400
2003,Alberta,Lowest decile,8500,NA
2003,Alberta,Second decile,23200,NA
2003,Alberta,Third decile,34600,NA
2003,Alberta,Fourth decile,46200,NA
2003,Alberta,Fifth decile,59400,NA
2003,Alberta,Sixth decile,75000,NA
2003,Alberta,Seventh decile,91300,NA
2003,Alberta,Eighth decile,113000,NA
2003,Alberta,Ninth decile,141400,NA
2003,Alberta,Highest decile,246900,NA
2003,British Columbia,Total deciles,72900,204500
2003,British Columbia,Lowest decile,8200,NA
2003,British Columbia,Second decile,20400,NA
2003,British Columbia,Third decile,29400,NA
2003,British Columbia,Fourth decile,40300,NA
